Creative_Type	Director	Distributor	IMDB_Rating	IMDB_Votes	MPAA_Rating	Major_Genre	Production_Budget	Release_Date	Rotten_Tomatoes_Rating	Running_Time_min	Source	Title	US_DVD_Sales	US_Gross	Worldwide_Gross
Contemporary Fiction	Brian Robbins	Warner Bros.	NUUUU	NUUUU	PG-13	Comedy	24000000	7-Apr-00	25	NUUUU	Original Screenplay	Ready to Rumble	NUUUU	12372410	12372410
Science Fiction	Paul Anderson	Warner Bros.	NUUUU	NUUUU	R	Action	75000000	23-Oct-98	NUUUU	NUUUU	Original Screenplay	Soldier	NUUUU	14623082	14623082
Historical Fiction	Tim Burton	Paramount Pictures	7.5	107511	R	Horror	70000000	19-Nov-99	68	105	Based on Book/Short Story	Sleepy Hollow	NUUUU	101068340	207068340
Contemporary Fiction	Paul McGuigan	MGM	7.8	91145	R	Thriller/Suspense	27000000	7-Apr-06	51	NUUUU	Original Screenplay	Lucky Number Slevin	26858545	22495466	55495466
Historical Fiction	NUUUU	Fox Searchlight	7.0	7077	PG-13	Drama	11000000	17-Oct-08	57	110	Based on Book/Short Story	The Secret Life of Bees	17077991	37766350	39612166
Contemporary Fiction	Ridley Scott	MGM	6.4	74862	R	Horror	87000000	9-Feb-01	39	131	Based on Book/Short Story	Hannibal	NUUUU	165092266	350100280
Contemporary Fiction	Richard Kelly	Samuel Goldwyn Films	5.6	20172	R	Musical	17000000	14-Nov-07	NUUUU	NUUUU	Original Screenplay	Southland Tales	NUUUU	275380	364607
Contemporary Fiction	NUUUU	Lionsgate	5.9	2318	R	Thriller/Suspense	15500000	13-Apr-07	12	93	Original Screenplay	Slow Burn	893953	1237615	1237615
Contemporary Fiction	NUUUU	MGM	4.6	4774	PG	Comedy	10000000	9-Jul-04	15	NUUUU	Original Screenplay	Sleepover	NUUUU	9408183	9408183
NUUUU	NUUUU	Fine Line	5.0	1913	PG	Drama	24000000	10-Jun-05	4	NUUUU	Based on Book/Short Story	The Bridge of San Luis Rey	NUUUU	49981	1696765
Science Fiction	NUUUU	Universal	6.6	26101	R	Horror	15250000	31-Mar-06	85	NUUUU	Original Screenplay	Slither	7475776	7802450	12834936
Contemporary Fiction	Danny Boyle	Fox Searchlight	8.3	176325	R	Drama	14000000	12-Nov-08	94	116	Original Screenplay	Slumdog Millionaire	31952272	141319928	365257315
Dramatization	Tamara Jenkins	Fox Searchlight	6.4	5821	R	Comedy	5000000	14-Aug-98	79	NUUUU	Based on Real Life Events	Slums of Beverly Hills	NUUUU	5502773	5502773
Kids Fiction	Joe Dante	Dreamworks SKG	5.9	20571	PG-13	Comedy	40000000	10-Jul-98	46	110	Original Screenplay	Small Soldiers	NUUUU	55143823	71743823
Contemporary Fiction	Doug Liman	20th Century Fox	4.7	189	PG-13	Action	110000000	10-Jun-05	NUUUU	112	Original Screenplay	Mr. And Mrs. Smith	NUUUU	186336279	478336279
Contemporary Fiction	Joe Carnahan	Universal	6.6	57313	R	Comedy	17000000	26-Jan-07	28	108	Original Screenplay	Smokin' Aces	35817034	35662731	56047261
Contemporary Fiction	Tony Goldwyn	20th Century Fox	5.8	10073	PG-13	Romantic Comedy	23000000	30-Mar-01	41	97	Based on Book/Short Story	Someone Like You	NUUUU	27338033	38684906
Contemporary Fiction	Danny De Vito	Warner Bros.	6.2	22379	R	Black Comedy	50000000	29-Mar-02	42	NUUUU	Original Screenplay	Death to Smoochy	NUUUU	8355815	8374062
Contemporary Fiction	NUUUU	20th Century Fox	4.8	6927	PG-13	Romantic Comedy	6000000	5-Feb-99	14	NUUUU	Original Screenplay	Simply Irresistible	NUUUU	4398989	4398989
Contemporary Fiction	NUUUU	Warner Bros.	4.6	6848	PG-13	Comedy	17000000	24-Aug-01	7	NUUUU	Original Screenplay	Summer Catch	NUUUU	19693891	19693891
Contemporary Fiction	Bobby Farrelly	20th Century Fox	7.2	96443	R	Romantic Comedy	22000000	15-Jul-98	83	119	Original Screenplay	There's Something About Mary	NUUUU	176484651	360099999
Contemporary Fiction	Brian De Palma	Paramount Pictures	5.8	29321	R	Thriller/Suspense	73000000	7-Aug-98	41	99	Original Screenplay	Snake Eyes	NUUUU	55591409	103891409
Contemporary Fiction	David R. Ellis	New Line	6.0	65841	R	Thriller/Suspense	33000000	18-Aug-06	68	105	Original Screenplay	Snakes on a Plane	23704179	34020814	62020814
Kids Fiction	Brad Silberling	Paramount Pictures	6.9	51614	PG	Comedy	100000000	17-Dec-04	71	108	Based on Book/Short Story	Lemony Snicket's A Series of Unfortunate Events	NUUUU	118627117	201627117
Contemporary Fiction	NUUUU	Dreamworks SKG	7.8	29777	R	Drama	16500000	19-Dec-03	75	NUUUU	Based on Book/Short Story	House of Sand and Fog	NUUUU	13005485	16157923
Science Fiction	Peter Hyams	Warner Bros.	4.1	9915	PG-13	Action	80000000	2-Sep-05	6	NUUUU	Based on Book/Short Story	A Sound of Thunder	NUUUU	1900451	6300451
Contemporary Fiction	NUUUU	Lionsgate	5.0	10035	R	Horror	8000000	19-May-06	9	NUUUU	Original Screenplay	See No Evil	45391536	15032800	15387513
Contemporary Fiction	Lasse Hallstrom	Miramax	6.7	17338	R	Drama	35000000	25-Dec-01	55	NUUUU	Based on Book/Short Story	The Shipping News	NUUUU	11405825	24405825
Historical Fiction	David Dobkin	Walt Disney Pictures	6.2	24893	PG-13	Adventure	50000000	7-Feb-03	66	114	Original Screenplay	Shanghai Knights	NUUUU	60470220	60470220
Historical Fiction	Tom Dey	Walt Disney Pictures	6.6	32446	PG-13	Western	55000000	26-May-00	78	110	Original Screenplay	Shanghai Noon	NUUUU	56932305	71189835
Kids Fiction	Brian Levant	Walt Disney Pictures	4.9	7561	PG	Comedy	32000000	18-Jan-02	23	99	Based on Book/Short Story	Snow Dogs	NUUUU	81150692	115010692
Contemporary Fiction	NUUUU	Universal	6.7	8444	PG-13	Drama	36000000	24-Dec-99	40	NUUUU	Based on Book/Short Story	Snow Falling on Cedars	NUUUU	14378353	14378353
Science Fiction	Danny Boyle	Fox Searchlight	7.3	74535	R	Thriller/Suspense	40000000	20-Jul-07	74	108	Original Screenplay	Sunshine	6342481	3688560	32030610
Contemporary Fiction	Guy Ritchie	Sony Pictures	8.2	173919	R	Black Comedy	10000000	8-Dec-00	NUUUU	103	Original Screenplay	Snatch	NUUUU	30093107	83593107
Contemporary Fiction	NUUUU	Paramount Pictures	4.4	4611	PG	Comedy	13000000	11-Feb-00	26	89	Original Screenplay	Snow Day	NUUUU	60008303	62452927
Contemporary Fiction	NUUUU	Walt Disney Pictures	5.1	7392	R	Comedy	12000000	22-Mar-02	13	NUUUU	Original Screenplay	Sorority Boys	NUUUU	10198766	12516222
Science Fiction	Steven Soderbergh	20th Century Fox	6.2	33151	PG-13	Drama	47000000	27-Nov-02	65	NUUUU	Remake	Solaris	NUUUU	14970038	14970038
NUUUU	NUUUU	Anchor Bay Entertainment	6.7	1936	R	Drama	12500000	21-May-10	NUUUU	NUUUU	NUUUU	Solitary Man	NUUUU	4354546	4354546
Dramatization	Joe Wright	Paramount Pictures	6.7	14257	PG-13	Drama	60000000	24-Apr-09	NUUUU	117	Based on Real Life Events	The Soloist	10310814	31720158	38286958
Historical Fiction	NUUUU	Lionsgate	6.9	1997	PG-13	Drama	1800000	15-Jun-01	NUUUU	NUUUU	Original Screenplay	Songcatcher	NUUUU	3050934	3050934
NUUUU	NUUUU	NUUUU	5.7	1941	R	NUUUU	4000000	27-Dec-02	23	NUUUU	NUUUU	Sonny	NUUUU	17639	17639
Factual	NUUUU	Sony Pictures Classics	7.5	1640	R	Documentary	5000000	25-Apr-08	80	NUUUU	Based on Real Life Events	Standard Operating Procedure	NUUUU	228830	228830
Fantasy	NUUUU	Walt Disney Pictures	6.4	9108	PG	Adventure	160000000	14-Jul-10	42	110	Based on Short Film	The Sorcerer's Apprentice	NUUUU	62492818	200092818
Contemporary Fiction	NUUUU	20th Century Fox	6.4	2636	R	Comedy	7500000	26-Sep-97	80	114	Original Screenplay	Soul Food	NUUUU	43492389	43492389
Contemporary Fiction	NUUUU	MGM	3.7	9143	R	Comedy	16000000	28-May-04	19	NUUUU	Original Screenplay	Soul Plane	NUUUU	13922211	14553807
Contemporary Fiction	Trey Parker	Paramount Pictures	NUUUU	NUUUU	R	Comedy	21000000	30-Jun-99	80	80	Based on TV	South Park: Bigger, Longer & Uncut	NUUUU	52037603	52037603
Kids Fiction	Joe Pytka	Warner Bros.	5.6	29293	PG	Comedy	80000000	15-Nov-96	36	87	Original Screenplay	Space Jam	NUUUU	90463534	250200000
Contemporary Fiction	James L. Brooks	Sony Pictures	6.7	30660	PG-13	Comedy	75000000	17-Dec-04	52	103	Original Screenplay	Spanglish	NUUUU	42044321	54344321
Contemporary Fiction	NUUUU	New Line	4.8	21366	PG-13	Action	40000000	31-Jul-97	20	97	Based on Comic/Graphic Novel	Spawn	NUUUU	54979992	87949859
Contemporary Fiction	Greg Mottola	Sony Pictures	7.8	134212	R	Comedy	17500000	17-Aug-07	87	112	Original Screenplay	Superbad	134555373	121463226	169863226
Kids Fiction	NUUUU	Paramount Pictures	NUUUU	NUUUU	PG	Adventure	30000000	19-Nov-04	NUUUU	90	Based on TV	SpongeBob SquarePants	NUUUU	85416609	140416609
Kids Fiction	NUUUU	20th Century Fox	4.5	4324	G	Adventure	37000000	18-Jul-08	36	NUUUU	Original Screenplay	Space Chimps	13349286	30105968	59517784
Science Fiction	Clint Eastwood	Warner Bros.	6.3	29983	PG-13	Adventure	65000000	4-Aug-00	79	130	Original Screenplay	Space Cowboys	NUUUU	90454043	128874043
Contemporary Fiction	David Cronenberg	Sony Pictures Classics	7.8	560	R	Drama	10000000	28-Feb-03	NUUUU	NUUUU	Based on Book/Short Story	Spider	NUUUU	1641788	1641788
Science Fiction	Andy Wachowski	Warner Bros.	6.3	32672	PG	Action	120000000	9-May-08	38	NUUUU	Based on TV	Speed Racer	14217924	43945766	93394462
Fantasy	Mark Waters	Paramount Pictures	6.8	18715	PG	Adventure	92500000	14-Feb-08	79	NUUUU	Based on Book/Short Story	The Spiderwick Chronicles	27525903	71195053	162839667
NUUUU	NUUUU	NUUUU	3.7	1205	R	NUUUU	1000000	31-Aug-01	NUUUU	NUUUU	NUUUU	Speedway Junky	NUUUU	17127	17127
Contemporary Fiction	Jan De Bont	20th Century Fox	3.4	30896	PG-13	Action	110000000	13-Jun-97	NUUUU	125	Original Screenplay	Speed II: Cruise Control	NUUUU	48097081	150468000
Science Fiction	Barry Levinson	Warner Bros.	5.6	31461	PG-13	Horror	73000000	13-Feb-98	12	132	Based on Book/Short Story	Sphere	NUUUU	37068294	50168294
Contemporary Fiction	NUUUU	Sony Pictures	2.9	18010	PG	Comedy	25000000	23-Jan-98	NUUUU	92	Musical Group Movie	Spiceworld	NUUUU	29342592	56042592
Super Hero	Sam Raimi	Sony Pictures	7.7	141940	PG-13	Adventure	200000000	30-Jun-04	93	127	Based on Comic/Graphic Novel	Spider-Man 2	4196484	373524485	783705001
Super Hero	Sam Raimi	Sony Pictures	6.4	141513	PG-13	Adventure	258000000	4-May-07	63	139	Based on Comic/Graphic Novel	Spider-Man 3	124058348	336530303	890871626
Super Hero	Sam Raimi	Sony Pictures	7.4	167524	PG-13	Adventure	139000000	3-May-02	89	121	Based on Comic/Graphic Novel	Spider-Man	NUUUU	403706375	821708551
Contemporary Fiction	Edgar Wright	Universal	8.1	17461	PG-13	Comedy	85000000	13-Aug-10	81	112	Based on Comic/Graphic Novel	Scott Pilgrim vs. The World	NUUUU	31167395	43149143
Kids Fiction	NUUUU	Warner Bros.	4.9	3673	PG	Comedy	16000000	2-Mar-01	24	97	Original Screenplay	See Spot Run	NUUUU	33357476	43057552
Super Hero	Bryan Singer	Warner Bros.	6.6	102751	PG-13	Adventure	232000000	28-Jun-06	76	157	Based on Comic/Graphic Novel	Superman Returns	81580739	200120000	391120000
Science Fiction	Francis Ford Coppola	MGM	6.8	127	PG-13	Action	60000000	14-Jan-00	10	NUUUU	Original Screenplay	Supernova	NUUUU	14218868	14218868
Fantasy	Hayao Miyazaki	Walt Disney Pictures	NUUUU	NUUUU	PG	Adventure	19000000	20-Sep-02	NUUUU	NUUUU	Original Screenplay	Spirited Away	NUUUU	10049886	274949886
NUUUU	NUUUU	NUUUU	6.6	16011	R	NUUUU	4500000	14-Mar-03	NUUUU	NUUUU	NUUUU	Spun	NUUUU	410241	1022649
Contemporary Fiction	Tony Scott	Universal	6.9	44850	R	Action	90000000	21-Nov-01	65	126	Original Screenplay	Spy Game	NUUUU	62362560	143049560
Kids Fiction	Robert Rodriguez	Miramax/Dimension	NUUUU	NUUUU	PG	Adventure	38000000	7-Aug-02	75	100	Original Screenplay	Spy Kids 2: The Island of Lost Dreams	NUUUU	85846296	119721296
Kids Fiction	Robert Rodriguez	Miramax/Dimension	4.1	12352	PG	Adventure	40000000	25-Jul-03	NUUUU	84	Original Screenplay	Spy Kids 3-D: Game Over	NUUUU	111760631	167851995
Kids Fiction	Robert Rodriguez	Miramax/Dimension	5.7	23479	PG	Adventure	35000000	30-Mar-01	93	88	Original Screenplay	Spy Kids	NUUUU	112692062	197692062
Contemporary Fiction	NUUUU	Apparition	6.8	1303	R	Thriller/Suspense	1900000	9-Apr-10	NUUUU	NUUUU	Original Screenplay	The Square	NUUUU	406216	406216
Dramatization	Noah Baumbach	IDP/Goldwyn/Roadside	7.6	23521	R	Drama	1500000	5-Oct-05	93	NUUUU	Based on Real Life Events	The Squid and the Whale	NUUUU	7372734	11098131
Contemporary Fiction	Peter Chelsom	Miramax	6.6	32014	PG-13	Romantic Comedy	28000000	5-Oct-01	58	91	Original Screenplay	Serendipity	NUUUU	50255310	75294136
Historical Fiction	NUUUU	Samuel Goldwyn Films	7.5	3492	PG-13	Comedy	5200000	5-Aug-05	NUUUU	NUUUU	Original Screenplay	Saint Ralph	NUUUU	795126	795126
NUUUU	Stephen Chow	Miramax	NUUUU	NUUUU	PG-13	Comedy	10000000	2-Apr-04	91	NUUUU	Original Screenplay	Shaolin Soccer	NUUUU	488872	42776032
Contemporary Fiction	NUUUU	Paramount Pictures	6.0	103	PG-13	Comedy	14000000	8-Oct-99	33	82	Based on TV	Superstar	NUUUU	30628981	30628981
Contemporary Fiction	NUUUU	Artisan	3.6	5116	PG-13	Horror	14000000	7-Sep-01	4	NUUUU	Original Screenplay	Soul Survivors	NUUUU	3100650	4288246
Kids Fiction	Kelly Asbury	Dreamworks SKG	6.6	8622	G	Adventure	80000000	24-May-02	NUUUU	84	Original Screenplay	Spirit: Stallion of the Cimarron	NUUUU	73215310	106515310
Science Fiction	George Lucas	20th Century Fox	NUUUU	NUUUU	PG	Adventure	115000000	16-May-02	NUUUU	142	Original Screenplay	Star Wars Ep. II: Attack of the Clones	NUUUU	310676740	656695615
Science Fiction	George Lucas	20th Century Fox	NUUUU	NUUUU	PG-13	Adventure	115000000	19-May-05	NUUUU	140	Original Screenplay	Star Wars Ep. III: Revenge of the Sith	NUUUU	380270577	848998877
Science Fiction	Paul Verhoeven	Sony Pictures	7.1	83516	R	Action	100000000	7-Nov-97	60	129	Based on Book/Short Story	Starship Troopers	NUUUU	54768952	121100000
Contemporary Fiction	NUUUU	Miramax	7.8	22274	R	Drama	500000	3-Oct-03	95	NUUUU	Original Screenplay	The Station Agent	NUUUU	5801558	7773824
Contemporary Fiction	NUUUU	Walt Disney Pictures	4.5	13658	PG-13	Horror	20000000	24-Mar-06	9	91	Original Screenplay	Stay Alive	13333591	23086480	23187506
Contemporary Fiction	Woody Allen	Dreamworks SKG	6.5	15636	PG	Comedy	18000000	19-May-00	66	NUUUU	Original Screenplay	Small Time Crooks	NUUUU	17266359	29934477
Super Hero	NUUUU	Warner Bros.	2.7	4409	PG-13	Action	16000000	15-Aug-97	12	NUUUU	Based on Comic/Graphic Novel	Steel	NUUUU	1686429	1686429
Contemporary Fiction	NUUUU	20th Century Fox	5.1	3080	R	Drama	20000000	14-Aug-98	49	124	Based on Book/Short Story	How Stella Got Her Groove Back	NUUUU	37672944	37672944
Contemporary Fiction	Frank Oz	Paramount Pictures	5.1	26712	PG-13	Comedy	100000000	11-Jun-04	26	93	Remake	The Stepford Wives	NUUUU	59475623	96221971
Contemporary Fiction	Chris Columbus	Sony/TriStar	6.2	18505	PG-13	Drama	50000000	25-Dec-98	43	127	Original Screenplay	Stepmom	NUUUU	91137662	119709917
Contemporary Fiction	NUUUU	Sony/Screen Gems	4.3	13737	PG-13	Drama	14000000	12-Jan-07	26	113	Original Screenplay	Stomp the Yard	33252252	61356221	76356221
Contemporary Fiction	Marc Forster	Sony Pictures	7.8	74218	PG-13	Comedy	30000000	10-Nov-06	72	112	Original Screenplay	Stranger Than Fiction	30936711	40435190	45235190
NUUUU	NUUUU	NUUUU	NUUUU	NUUUU	R	NUUUU	9000000	20-Jun-03	NUUUU	NUUUU	NUUUU	The Legend of Suriyothai	NUUUU	454255	454255
Contemporary Fiction	NUUUU	Walt Disney Pictures	5.9	9556	PG-13	Comedy	20000000	28-Apr-06	31	103	Original Screenplay	Stick It	27642935	26910736	30399714
Contemporary Fiction	Rupert Wainwright	MGM	6.0	29411	R	Horror	32000000	10-Sep-99	22	103	Original Screenplay	Stigmata	NUUUU	50041732	89441732
Contemporary Fiction	David Koepp	Artisan	7.1	26752	R	Thriller/Suspense	12000000	10-Sep-99	NUUUU	110	Based on Book/Short Story	A Stir of Echoes	NUUUU	21133087	21133087
Contemporary Fiction	NUUUU	Fox Searchlight	7.0	40291	R	Thriller/Suspense	20000000	11-Apr-08	36	NUUUU	Original Screenplay	Street Kings	13420759	26415649	65589243
Kids Fiction	Rob Minkoff	Sony Pictures	5.8	23226	PG	Comedy	105000000	17-Dec-99	65	92	Based on Book/Short Story	Stuart Little	NUUUU	140015224	298800000
Kids Fiction	Rob Minkoff	Sony Pictures	5.6	7534	PG	Comedy	120000000	19-Jul-02	83	78	Based on Book/Short Story	Stuart Little 2	NUUUU	64956806	166000000
Science Fiction	Rob Cohen	Sony Pictures	4.8	21664	PG-13	Action	138000000	29-Jul-05	13	NUUUU	Original Screenplay	Stealth	NUUUU	32116746	76416746
NUUUU	NUUUU	Sony Pictures	NUUUU	NUUUU	PG-13	Action	20000000	18-Mar-05	NUUUU	NUUUU	Original Screenplay	Steamboy	NUUUU	468867	10468867
NUUUU	Norman Jewison	Sony Pictures	6.0	2735	R	Thriller/Suspense	27000000	12-Dec-03	23	NUUUU	NUUUU	The Statement	NUUUU	765637	1545064
NUUUU	NUUUU	Miramax	6.4	1733	PG	NUUUU	1500000	22-Mar-02	35	NUUUU	NUUUU	Stolen Summer	NUUUU	119841	119841
Dramatization	Kimberly Peirce	Paramount Pictures	6.5	9268	R	Drama	25000000	28-Mar-08	NUUUU	NUUUU	Based on Real Life Events	Stop-Loss	4736139	10915744	11179472
Dramatization	Wolfgang Petersen	Warner Bros.	6.2	55716	PG-13	Drama	120000000	30-Jun-00	47	130	Based on Book/Short Story	The Perfect Storm	NUUUU	182618434	328711434
Contemporary Fiction	Rob Reiner	Universal	5.6	10720	R	Romantic Comedy	50000000	15-Oct-99	28	74	Original Screenplay	The Story of Us	NUUUU	27100030	27100030
Contemporary Fiction	NUUUU	Sony/Screen Gems	5.3	6263	PG-13	Thriller/Suspense	20000000	16-Oct-09	11	NUUUU	Remake	The Stepfather	6587798	29062561	29227561
Contemporary Fiction	Kevin MacDonald	Universal	7.3	34067	PG-13	Thriller/Suspense	60000000	17-Apr-09	84	127	Based on TV	State of Play	13578224	37017955	91445389
Contemporary Fiction	NUUUU	Warner Bros.	6.2	6557	PG-13	Adventure	27000000	6-Aug-08	64	111	Based on Book/Short Story	The Sisterhood of the Traveling Pants 2	15266725	44089964	44154645
Contemporary Fiction	Ken Kwapis	Warner Bros.	NUUUU	NUUUU	PG	Drama	25000000	1-Jun-05	NUUUU	NUUUU	Based on Book/Short Story	Sisterhood of the Traveling Pants	NUUUU	39053061	41560117
Contemporary Fiction	Anne Fletcher	Walt Disney Pictures	6.1	21691	PG-13	Drama	12000000	11-Aug-06	19	98	Original Screenplay	Step Up	51317604	65328121	115328121
Dramatization	David Lynch	Walt Disney Pictures	8.0	36265	G	Drama	10000000	15-Oct-99	95	NUUUU	Based on Real Life Events	The Straight Story	NUUUU	6197866	6197866
Science Fiction	Jonathan Frakes	Paramount Pictures	7.6	45106	PG-13	Adventure	46000000	22-Nov-96	NUUUU	111	Based on TV	Star Trek: First Contact	NUUUU	92027888	150000000
Science Fiction	Jonathan Frakes	Paramount Pictures	6.4	26559	PG	Adventure	70000000	11-Dec-98	NUUUU	100	Based on TV	Star Trek: Insurrection	NUUUU	70187658	117800000
Science Fiction	NUUUU	Paramount Pictures	6.4	28449	PG-13	Adventure	60000000	13-Dec-02	NUUUU	117	Based on TV	Star Trek: Nemesis	NUUUU	43254409	67312826
Contemporary Fiction	NUUUU	Weinstein Co.	NUUUU	NUUUU	PG	Action	40000000	13-Oct-06	NUUUU	NUUUU	Based on Book/Short Story	Alex Rider: Operation Stormbreaker	NUUUU	659210	9351567
Contemporary Fiction	NUUUU	Focus Features	6.0	35078	R	Thriller/Suspense	9000000	30-May-08	44	85	Original Screenplay	The Strangers	15789825	52597610	80597610
Contemporary Fiction	Jay Chandrasekhar	Fox Searchlight	6.8	29514	R	Comedy	3000000	15-Feb-02	NUUUU	NUUUU	Original Screenplay	Super Troopers	NUUUU	18492362	23046142
Contemporary Fiction	NUUUU	ThinkFilm	5.9	4941	R	Comedy	2000000	28-Jun-06	NUUUU	NUUUU	Based on TV	Strangers with Candy	NUUUU	2072645	2077844
Science Fiction	George Lucas	20th Century Fox	NUUUU	NUUUU	PG	Adventure	115000000	19-May-99	NUUUU	133	Original Screenplay	Star Wars Ep. I: The Phantom Menace	NUUUU	431088297	924288297
Contemporary Fiction	Bobby Farrelly	20th Century Fox	5.9	23196	PG-13	Comedy	55000000	12-Dec-03	60	118	Original Screenplay	Stuck On You	NUUUU	33832741	63537164
Contemporary Fiction	NUUUU	Walt Disney Pictures	5.6	20345	PG-13	Drama	17500000	14-Feb-08	25	NUUUU	Original Screenplay	Step Up 2 the Streets	21801408	58017783	150017783
Contemporary Fiction	Phil Alden Robinson	Paramount Pictures	6.3	38586	PG-13	Action	68000000	31-May-02	59	124	Based on Book/Short Story	The Sum of All Fears	NUUUU	118471320	193500000
Contemporary Fiction	John Sayles	Sony Pictures Classics	6.8	2769	PG-13	Drama	5600000	21-Jun-02	80	NUUUU	Original Screenplay	Sunshine State	NUUUU	3064356	3064356
Contemporary Fiction	NUUUU	20th Century Fox	2.9	2514	PG-13	Action	30000000	17-Aug-05	6	NUUUU	Original Screenplay	Supercross	NUUUU	3102550	3252550
Kids Fiction	NUUUU	Sony Pictures	7.0	20974	PG	Adventure	100000000	8-Jun-07	77	86	Original Screenplay	Surf's Up	46260220	58867694	145395745
Science Fiction	Jonathan Mostow	Walt Disney Pictures	6.3	36940	PG-13	Action	80000000	25-Sep-09	39	104	Based on Comic/Graphic Novel	Surrogates	11099238	38577772	119668350
Historical Fiction	Spike Lee	Walt Disney Pictures	6.5	18431	R	Drama	22000000	2-Jul-99	50	142	Based on Real Life Events	Summer of Sam	NUUUU	19288130	19288130
Dramatization	NUUUU	IFC Films	5.7	3838	Not Rated	Drama	4600000	28-May-08	NUUUU	NUUUU	Based on Book/Short Story	Savage Grace	NUUUU	434417	968805
Historical Fiction	Steven Spielberg	Dreamworks SKG	8.5	270540	R	Drama	65000000	24-Jul-98	91	169	Original Screenplay	Saving Private Ryan	NUUUU	216335085	481635085
Contemporary Fiction	NUUUU	Sony Pictures	5.9	43260	PG-13	Action	70000000	8-Aug-03	48	117	Based on TV	S.W.A.T.	NUUUU	116877597	198100000
Contemporary Fiction	Alexander Payne	Fox Searchlight	7.8	69778	R	Drama	17000000	22-Oct-04	97	125	Based on Book/Short Story	Sideways	NUUUU	71502303	109705641
Contemporary Fiction	Peter Chelsom	Miramax	7.6	2192	PG-13	Romantic Comedy	40000000	15-Oct-04	NUUUU	106	Remake	Shall We Dance?	NUUUU	57887882	118097882
Fantasy	David Koepp	Sony Pictures	6.5	53868	PG-13	Thriller/Suspense	40000000	12-Mar-04	46	96	Based on Book/Short Story	Secret Window	NUUUU	47958031	92958031
Contemporary Fiction	Guy Ritchie	Sony Pictures	3.4	7665	R	Romantic Comedy	10000000	11-Oct-02	5	NUUUU	Remake	Swept Away	NUUUU	598645	598645
Contemporary Fiction	NUUUU	Focus Features	6.8	19992	R	Thriller/Suspense	7800000	4-Jul-03	84	NUUUU	Original Screenplay	Swimming Pool	NUUUU	10130108	22441323
Contemporary Fiction	Edward Burns	Paramount Vantage	NUUUU	NUUUU	R	Comedy	1000000	21-Nov-01	NUUUU	NUUUU	Original Screenplay	The Sidewalks of New York	NUUUU	2402459	3100834
